resena_id,cliente_id,libro_id,calificacion,comentario,fecha_resena
8516,81,978-0-14-310497-1,3,"Simples, direto, razoável.",2024-05-02
8517,918,978-0-59-600920-5,5,Increíblemente bien escrito.,2024-04-26
8518,447,978-1-49-204579-1,4,Well written and engaging.,2024-05-27
8519,447,978-1-59-327599-0,5,An emotional and powerful book.,2024-05-30
8520,266,978-84-664-0542-1,1,De los peores que he leído.,2024-05-12
8521,168,978-0-06-245771-4,2,"Regular, nada demais.",2024-05-22
8522,378,978-0-452-28831-7,1,Horrível do começo ao fim.,2024-04-16
8523,378,978-1-49-192912-2,5,Um dos melhores que já li.,2024-04-11
8524,378,978-0-7432-7356-5,1,Horrível do começo ao fim.,2024-04-14
8525,447,978-84-938-4620-5,2,Could be better.,2024-05-11
8526,874,978-84-663-4265-8,4,Well written and engaging.,2024-05-31
8527,549,978-84-376-0494-7,2,Poderia ser melhor.,2024-05-20
8528,549,978-84-670-5504-3,4,Excelente quase o livro todo.,2024-05-04
8529,224,978-84-204-8527-5,4,História bem construída.,2024-05-10
8530,702,978-0-07-352340-8,1,Não gostei.,2024-05-24
8531,702,978-0-307-58846-7,5,Maravilhoso.,2024-05-20
8532,702,978-1-59-327599-0,4,Leitura muito agradável.,2024-05-23
8533,702,978-1-61-729454-9,5,Maravilhoso.,2024-05-03
8534,941,978-84-376-0494-7,3,Se deja leer.,2024-06-19
8535,158,978-1-49-192912-2,1,I regret buying it.,2024-04-30
8536,158,978-0-525-51823-7,4,Really good storytelling.,2024-05-03
8537,235,978-1-25-014405-8,5,Phenomenal storytelling.,2024-04-24
8538,529,978-1-25-014405-8,5,Beautifully written.,2024-05-23
8539,529,978-1-49-207126-4,5,One of my all-time favorites.,2024-05-24
8540,450,978-1-25-014405-8,3,Cumpre o básico.,2024-05-18
8541,450,978-1-49-207126-4,1,Muito mal escrito.,2024-04-18
8542,450,978-0-06-245771-4,2,Esperava mais.,2024-04-17
8543,477,978-0-15-601219-5,5,Simplemente maravilloso.,2024-06-14
8544,427,978-1-49-205387-1,1,No me gustó nada.,2024-06-16
8545,427,978-84-663-5341-8,3,"Lectura simple, pasa el rato.",2024-05-13
8546,782,978-0-525-51823-7,4,A delightful read.,2024-06-01
8547,210,978-0-452-28423-4,4,Bem escrito e envolvente.,2024-05-05
8548,942,978-0-7432-7358-9,3,Aceitável considerando o preço.,2024-04-10
8549,363,978-1-32-400189-1,5,Me emocionó muchísimo.,2024-06-25
8550,677,978-0-14-310595-4,4,História bem construída.,2024-05-21
8551,11,978-0-06-245771-4,4,Muy bien escrito.,2024-05-07
8552,11,978-0-14-310595-4,3,"Lectura simple, pasa el rato.",2024-06-04
8553,11,978-84-663-4265-8,4,Se nota el trabajo y la dedicación.,2024-04-10
8554,634,978-1-49-207126-4,4,A delightful read.,2024-06-06
8555,800,978-84-9838-137-0,3,Está ok.,2024-05-14
8556,579,978-0-59-600920-5,5,Loved every second of it.,2024-06-04
8557,194,978-0-07-352340-8,4,Muy superior a lo que esperaba.,2024-06-14
8558,194,978-85-508-0460-8,4,Sorprendentemente bueno.,2024-05-28
8559,246,978-1-49-205387-1,1,La historia no tiene sentido.,2024-06-10
8560,167,978-0-14-044926-6,1,Muito mal escrito.,2024-06-06
8561,167,978-0-307-58846-7,3,Aceitável considerando o preço.,2024-06-13
8562,167,978-1-49-192912-2,1,Muito ruim.,2024-06-04
8563,320,978-84-204-8527-5,4,Bem escrito e envolvente.,2024-04-29
8564,629,978-0-59-600920-5,5,Amei cada capítulo.,2024-06-01
8565,629,978-0-307-58846-7,4,História bem construída.,2024-04-12
8566,629,978-0-13-468599-1,3,Aceitável considerando o preço.,2024-04-17
8567,75,978-0-307-58846-7,5,Perfect from start to finish.,2024-05-25
8568,75,978-1-49-192912-2,2,An okay read but not satisfying.,2024-06-11
8569,555,978-85-508-0460-8,4,Very entertaining.,2024-04-12
8570,555,978-1-25-014405-8,2,Predictable and slow.,2024-05-13
8571,555,978-84-938-4620-5,4,I was hooked most of the time.,2024-06-01
8572,555,978-0-7432-7356-5,2,It had potential but failed.,2024-05-11
8573,780,978-1-61-729454-9,3,Me mantuvo interesada algunas partes.,2024-05-05
8574,152,978-1-49-192912-2,5,A true gem.,2024-06-13
8575,197,978-84-938-4620-5,5,Perfecto de principio a fin.,2024-05-03
8576,197,978-0-07-352340-8,5,De los mejores que he leído en años.,2024-05-28
8577,74,978-1-61-729443-3,5,Amei cada capítulo.,2024-05-31
8578,74,978-0-7432-7358-9,4,Recomendado.,2024-05-11
8579,751,978-84-664-0542-1,4,Un libro para recomendar.,2024-05-10
8580,751,978-1-59327-992-9,5,Simplemente maravilloso.,2024-06-02
8581,64,978-1-61-729443-3,3,Good casual reading.,2024-06-05
8582,700,978-1-49-205387-1,3,Nada surpreendente.,2024-05-15
8583,448,978-84-938-4620-5,3,"Solid, but not memorable.",2024-04-23
8584,448,978-84-204-8527-5,4,Well written and engaging.,2024-05-23
8585,493,978-0-452-28423-4,4,História bem construída.,2024-05-30
8586,493,978-1-25-014405-8,1,Muito ruim.,2024-06-15
8587,493,978-1-61-729454-9,4,Recomendado.,2024-05-27
8588,139,978-84-204-8527-5,3,Decent for the price.,2024-04-05
8589,665,978-84-663-4265-8,4,Quite enjoyable.,2024-05-02
8590,665,978-84-204-8065-2,3,Good casual reading.,2024-06-18
8591,311,978-1-59327-992-9,4,Me gustó bastante.,2024-05-02
8592,25,978-0-07-352340-8,3,"Está bien, nada especial.",2024-06-17
8593,138,978-84-663-4265-8,1,Muito mal escrito.,2024-05-04
8594,138,978-84-9838-137-0,4,Leitura muito agradável.,2024-04-23
8595,567,978-84-204-8065-2,5,Amei cada capítulo.,2024-05-25
8596,567,978-1-49-207126-4,5,Superou expectativas.,2024-06-25
8597,659,978-1-61-729454-9,5,Amei cada capítulo.,2024-05-17
8598,241,978-84-670-5504-3,5,Um dos melhores que já li.,2024-05-13
8599,737,978-84-663-4265-8,3,"Simples, direto, razoável.",2024-05-23
8600,906,978-85-508-0460-8,3,"Simples, direto, razoável.",2024-06-04
8601,906,978-84-664-0542-1,4,Muito bom!,2024-05-10
8602,149,978-84-9838-137-0,3,"Está bien, nada especial.",2024-04-28
8603,149,978-1-49-205387-1,5,De los mejores que he leído en años.,2024-06-01
8604,5,978-1-49-204579-1,3,Decent for the price.,2024-05-17
8605,503,978-84-204-8065-2,2,"Not terrible, not good either.",2024-04-30
8606,503,978-84-663-4265-8,3,Good casual reading.,2024-04-22
8607,197,978-1-59327-992-9,3,Entretenido pero poco memorable.,2024-05-18
8608,197,978-0-452-28423-4,5,Obra espectacular.,2024-05-07
8609,197,978-84-376-0494-7,4,Muy bien escrito.,2024-05-06
8610,694,978-0-452-28831-7,4,Excelente quase o livro todo.,2024-05-15
8611,469,978-1-61-729454-9,4,Fácil de recomendar.,2024-05-29
8612,714,978-84-204-8065-2,5,Una experiencia que me marcó.,2024-05-06
8613,714,978-1-49-207126-4,3,"Buena idea, ejecución promedio.",2024-05-21
8614,714,978-1-25-014405-8,5,Simplemente maravilloso.,2024-05-04
8615,929,978-84-670-5504-3,3,"Aceptable, aunque le falta profundidad.",2024-05-26
8616,929,978-0-14-310497-1,1,"Súper aburrido, me costó terminarlo.",2024-05-16
8617,535,978-84-938-4620-5,3,Regular.,2024-05-30
8618,356,978-1-49-204579-1,5,Um dos melhores que já li.,2024-06-14
8619,543,978-0-14-310595-4,3,"A simple, light read.",2024-05-25
8620,543,978-85-508-0460-8,5,A book I’ll never forget.,2024-04-23
8621,505,978-1-49-207126-4,5,Simplesmente magnífico.,2024-06-16
8622,505,978-84-204-8065-2,1,Horrível do começo ao fim.,2024-06-03
8623,505,978-0-452-28423-4,5,Superou expectativas.,2024-06-23
8624,205,978-0-452-28831-7,5,Leitura obrigatória.,2024-05-28
8625,455,978-0-452-28423-4,4,Leitura muito agradável.,2024-06-25
8626,276,978-1-32-400189-1,2,"Just fine, but not enough.",2024-05-24
8627,747,978-84-204-8527-5,3,Predictable but pleasant.,2024-06-01
8628,747,978-0-452-28423-4,1,Overhyped and underdelivered.,2024-04-25
8629,747,978-84-204-8065-2,3,It's ok.,2024-04-28
8630,952,978-0-452-28423-4,3,Está ok.,2024-04-19
8631,952,978-0-06-245771-4,4,Excelente quase o livro todo.,2024-04-18
8632,952,978-0-385-07473-3,5,Muito emocionante.,2024-05-30
8633,247,978-1-59-327599-0,1,No cumple con lo prometido.,2024-06-05
8634,247,978-84-663-4265-8,3,Una lectura rápida y ligera.,2024-06-05
8635,170,978-1-49-205387-1,3,Predictable but pleasant.,2024-06-02
8636,93,978-84-204-8527-5,3,Ni fu ni fa.,2024-05-21
8637,655,978-1-61-729443-3,1,Um livro que não recomendo.,2024-04-16
8638,655,978-84-376-0494-7,5,Maravilhoso.,2024-04-21
8639,655,978-84-663-4265-8,2,Não é muito bom.,2024-05-11
8640,45,978-85-508-0460-8,3,Predictable but pleasant.,2024-04-20
8641,364,978-0-452-28423-4,4,Bem escrito e envolvente.,2024-05-28
8642,933,978-0-307-58846-7,5,Amei cada capítulo.,2024-05-12
8643,225,978-84-9838-137-0,4,Gostei bastante.,2024-04-24
8644,714,978-0-385-07473-3,5,5 estrellas sin dudarlo.,2024-04-29
8645,935,978-1-49-207126-4,1,Muito ruim.,2024-04-27
8646,188,978-84-663-5341-8,4,Gostei bastante.,2024-05-10
8647,942,978-0-14-310497-1,2,"Algumas partes boas, outras bem ruins.",2024-05-05
8648,372,978-1-59-327599-0,3,Un libro promedio.,2024-04-21
8649,648,978-1-49-205387-1,5,A book I’ll never forget.,2024-04-07
8650,648,978-0-14-044926-6,2,"Not terrible, not good either.",2024-05-09
8651,648,978-84-376-0494-7,4,Would definitely recommend.,2024-04-13
8652,59,978-1-49-204579-1,5,Maravilhoso.,2024-05-14
8653,917,978-1-59327-992-9,1,De los peores que he leído.,2024-04-30
8654,917,978-1-49-192912-2,5,Personajes increíbles y gran narrativa.,2024-05-07
8655,256,978-84-204-8527-5,4,Bem escrito e envolvente.,2024-06-11
8656,256,978-1-49-204579-1,5,Simplesmente magnífico.,2024-04-24
8657,256,978-1-59327-992-9,5,Uma verdadeira obra-prima.,2024-05-11
8658,143,978-84-204-8065-2,5,Um dos melhores que já li.,2024-05-17
8659,644,978-1-49-207126-4,1,Não vale o tempo.,2024-05-07
8660,644,978-0-15-601219-5,5,Amei cada capítulo.,2024-05-24
8661,245,978-0-7432-7358-9,5,Phenomenal storytelling.,2024-06-17
8662,251,978-0-452-28423-4,4,Gostei bastante.,2024-05-17
8663,251,978-1-61-729443-3,2,"Regular, nada demais.",2024-05-04
8664,195,978-84-663-5341-8,5,Highly recommended!,2024-05-19
8665,408,978-0-452-28831-7,3,"Leitura leve, nada especial.",2024-05-28
8666,408,978-84-670-5504-3,5,Amei cada capítulo.,2024-05-27
8667,227,978-84-664-0542-1,2,Esperava mais.,2024-05-15
8668,196,978-0-06-231609-7,4,Recomendado.,2024-05-13
8669,196,978-0-07-352340-8,2,Não é muito bom.,2024-06-07
8670,318,978-1-59327-950-9,4,Me tuvo enganchada de principio a fin.,2024-06-03
8671,318,978-85-508-0460-8,4,"Tiene mucho corazón, realmente disfruté.",2024-04-15
8672,318,978-0-307-58846-7,5,Una experiencia que me marcó.,2024-06-09
8673,348,978-0-452-28831-7,4,Sorprendentemente bueno.,2024-05-20
8674,922,978-84-664-0542-1,5,Um dos melhores que já li.,2024-05-01
8675,511,978-0-452-28831-7,5,Increíblemente bien escrito.,2024-05-10
8676,358,978-84-670-5504-3,4,Well written and engaging.,2024-06-17
8677,822,978-0-452-28423-4,2,"Regular, nada demais.",2024-05-24
8678,485,978-1-49-205387-1,1,Edição cheia de erros.,2024-06-13
8679,506,978-1-59327-992-9,5,Leitura obrigatória.,2024-05-23
8680,33,978-1-59-327599-0,2,Poderia ser melhor.,2024-05-19
8681,225,978-1-49-192912-2,3,Aceitável considerando o preço.,2024-04-15
8682,225,978-0-06-231609-7,4,Gostei bastante.,2024-05-23
8683,337,978-0-07-352340-8,3,Entretenido pero poco memorable.,2024-04-12
8684,243,978-0-15-601219-5,3,"Leitura leve, nada especial.",2024-05-18
8685,243,978-84-9838-137-0,5,Maravilhoso.,2024-06-06
8686,840,978-84-938-4620-5,4,Gostei bastante.,2024-05-28
8687,840,978-84-376-0494-7,5,Perfeito do início ao fim.,2024-04-22
8688,840,978-0-14-310595-4,2,"Tem boas ideias, mas execução fraca.",2024-04-26
8689,328,978-0-7432-7356-5,5,A brilliant work.,2024-06-03
8690,328,978-84-670-5504-3,4,Overall very solid.,2024-05-17
8691,54,978-1-49-192912-2,5,Cinco estrelas sem pensar duas vezes.,2024-06-15
8692,284,978-84-376-0494-7,5,De esos libros que te cambian el día.,2024-06-08
8693,284,978-85-508-0460-8,5,"No tengo quejas, solo elogios.",2024-05-11
8694,284,978-1-32-400189-1,2,Lectura olvidable.,2024-06-07
8695,809,978-0-7432-7357-2,2,Forgettable story.,2024-06-03
8696,480,978-0-06-245771-4,1,Absolutely awful.,2024-05-01
8697,333,978-0-452-28423-4,3,Entretenimento razoável.,2024-05-06
8698,7,978-0-13-468599-1,3,Se deja leer.,2024-04-18
8699,7,978-1-32-400189-1,4,Lo recomiendo sin dudar.,2024-06-02
8700,7,978-84-670-5504-3,1,De los peores que he leído.,2024-05-09
8701,540,978-1-49-205387-1,4,Bem escrito e envolvente.,2024-06-01
8702,840,978-1-59327-950-9,1,Qualidade péssima.,2024-06-08
8703,729,978-0-525-51823-7,4,Fácil de recomendar.,2024-05-15
8704,119,978-0-06-231609-7,3,Está ok.,2024-05-31
8705,88,978-0-14-310497-1,4,"Tiene mucho corazón, realmente disfruté.",2024-06-06
8706,577,978-0-15-601219-5,4,Recomendado.,2024-04-27
8707,496,978-84-204-8065-2,5,Maravilhoso.,2024-06-07
8708,592,978-0-14-310595-4,5,Personajes increíbles y gran narrativa.,2024-05-19
8709,592,978-85-508-0460-8,3,"Correcto, cumple.",2024-06-01
8710,592,978-0-307-58846-7,3,"No está mal, pero tampoco me fascinó.",2024-05-22
8711,895,978-0-14-310595-4,5,Un libro que releería mil veces.,2024-06-14
8712,795,978-0-525-51823-7,5,Cinco estrelas sem pensar duas vezes.,2024-05-20
8713,795,978-1-61-729608-6,5,Simplesmente magnífico.,2024-05-21
8714,252,978-1-25-014405-8,1,Não vale o tempo.,2024-04-23
8715,252,978-0-525-51823-7,5,Superou expectativas.,2024-06-07
8716,443,978-84-663-4265-8,2,Los personajes son planos.,2024-04-29
8717,195,978-1-49-192912-2,4,I liked it a lot.,2024-04-06
8718,371,978-0-452-28423-4,1,Muito mal escrito.,2024-06-11
8719,98,978-0-14-044926-6,2,Personagens sem profundidade.,2024-05-31
8720,98,978-0-7432-7358-9,4,Excelente quase o livro todo.,2024-05-26
8721,98,978-0-7432-7357-2,5,Amei cada capítulo.,2024-05-30
8722,98,978-1-61-729443-3,5,Perfeito do início ao fim.,2024-06-03
8723,741,978-0-7432-7356-5,4,Muito bom!,2024-05-28
8724,741,978-84-376-0494-7,3,"Simples, direto, razoável.",2024-06-09
8725,741,978-0-525-51823-7,2,Um pouco decepcionante.,2024-06-19
8726,295,978-0-7432-7357-2,5,Cinco estrelas sem pensar duas vezes.,2024-04-29
8727,295,978-1-61-729443-3,1,Qualidade péssima.,2024-05-19
8728,295,978-1-59327-992-9,1,Não vale o tempo.,2024-04-23
8729,286,978-84-670-5504-3,2,Esperava mais.,2024-04-08
8730,503,978-0-452-28423-4,4,Works great.,2024-05-18
8731,612,978-0-15-601219-5,4,Ótimos personagens.,2024-06-18
8732,612,978-84-663-5341-8,5,Maravilhoso.,2024-06-23
8733,335,978-0-525-51823-7,4,Ótimos personagens.,2024-05-05
8734,335,978-84-664-0542-1,5,Amei cada capítulo.,2024-06-09
8735,335,978-84-663-4265-8,4,Excelente quase o livro todo.,2024-06-02
8736,533,978-84-204-8527-5,1,I forced myself to finish it.,2024-04-23
8737,533,978-84-204-8065-2,4,Well written and engaging.,2024-05-04
8738,533,978-0-452-28831-7,5,A book I’ll never forget.,2024-05-20
8739,319,978-1-49-192912-2,4,Ótimos personagens.,2024-05-30
8740,319,978-84-938-4620-5,5,Um dos melhores que já li.,2024-04-25
8741,319,978-84-376-0494-7,3,Aceitável considerando o preço.,2024-05-25
8742,411,978-84-663-4265-8,1,No me gustó nada.,2024-05-01
8743,411,978-84-204-8527-5,4,Lo recomiendo sin dudar.,2024-05-15
8744,411,978-0-07-352340-8,5,Obra espectacular.,2024-04-30
8745,105,978-0-385-07473-3,3,Tiene partes buenas y partes flojas.,2024-05-26
8746,81,978-1-49-192912-2,3,"Leitura leve, nada especial.",2024-06-08
8747,420,978-1-61-729443-3,4,"Very good, recommended.",2024-04-29
8748,420,978-1-49-205387-1,3,Good casual reading.,2024-04-12
8749,451,978-84-9838-137-0,2,Me dejó una sensación amarga.,2024-05-11
8750,357,978-84-664-0542-1,4,Ótimos personagens.,2024-05-06
8751,357,978-84-376-0494-7,5,Um dos melhores que já li.,2024-05-05
8752,357,978-0-307-58846-7,5,Superou expectativas.,2024-06-16
8753,293,978-1-32-400189-1,4,Una lectura que disfruté mucho.,2024-04-26
8754,293,978-1-25-014405-8,1,No lo recomiendo bajo ningún motivo.,2024-04-23
8755,293,978-1-49-205387-1,3,No lo amé pero tampoco lo odié.,2024-05-19
8756,690,978-85-508-0460-8,5,Phenomenal storytelling.,2024-06-03
8757,391,978-1-25-014405-8,1,Chato e arrastado.,2024-05-26
8758,756,978-84-663-4265-8,5,Excelente!,2024-04-16
8759,756,978-0-7432-7357-2,3,Nada surpreendente.,2024-04-14
8760,756,978-0-452-28423-4,3,"Simples, direto, razoável.",2024-05-21
8761,124,978-1-49-204579-1,4,Me surpreendeu positivamente.,2024-04-02
8762,318,978-1-49-204579-1,3,"Está bien, nada especial.",2024-06-05
8763,318,978-84-204-8527-5,5,La mejor compra que pude haber hecho.,2024-06-08
8764,858,978-1-32-400189-1,4,A delightful read.,2024-06-03
8765,858,978-1-61-729443-3,4,Great pacing and characters.,2024-05-17
8766,858,978-0-452-28831-7,4,Works great.,2024-05-16
8767,858,978-0-06-245771-4,5,Absolutely amazing.,2024-04-29
8768,921,978-0-452-28831-7,3,Cumpre o básico.,2024-05-21
8769,693,978-1-61-729608-6,5,A book I’ll never forget.,2024-05-10
8770,693,978-85-508-0460-8,4,Worth reading for sure.,2024-06-01
8771,693,978-1-49-205387-1,5,Absolutely amazing.,2024-05-25
8772,560,978-1-59327-992-9,3,Pretty average book.,2024-04-28
8773,680,978-84-670-5504-3,2,Não prende a atenção.,2024-05-02
8774,258,978-84-938-4620-5,2,Leitura esquecível.,2024-05-16
8775,69,978-85-508-0460-8,3,I liked some chapters a lot.,2024-04-28
8776,69,978-1-61-729443-3,3,It's ok.,2024-05-05
8777,128,978-1-61-729608-6,4,Ótimos personagens.,2024-06-25
8778,881,978-85-508-0460-8,5,Leitura obrigatória.,2024-04-21
8779,881,978-0-7432-7356-5,5,Cinco estrelas sem pensar duas vezes.,2024-05-24
8780,545,978-1-49-205387-1,2,Personagens sem profundidade.,2024-04-26
8781,545,978-0-7432-7356-5,3,Nada surpreendente.,2024-05-01
8782,545,978-1-49-207126-4,2,"Algumas partes boas, outras bem ruins.",2024-05-21
8783,203,978-0-59-600920-5,4,Me gustó bastante.,2024-04-09
8784,203,978-0-13-468599-1,4,"Tiene mucho corazón, realmente disfruté.",2024-05-30
8785,765,978-1-49-207126-4,5,Amei cada capítulo.,2024-05-24
8786,765,978-1-59327-992-9,4,Gostei bastante.,2024-05-05
8787,266,978-84-663-5341-8,2,"Tuvo potencial, pero mal ejecutado.",2024-05-19
8788,266,978-0-452-28831-7,5,Una historia que no olvidaré fácilmente.,2024-05-14
8789,855,978-0-06-245771-4,5,Excellent!,2024-05-10
8790,855,978-0-385-07473-3,3,"Good in parts, weak in others.",2024-06-02
8791,438,978-0-525-51823-7,4,Me gustó bastante.,2024-05-25
8792,194,978-84-663-4265-8,3,Normal para su precio.,2024-05-16
8793,194,978-1-49-205387-1,5,Increíblemente bien escrito.,2024-05-26
8794,923,978-1-59327-950-9,5,"No tengo quejas, solo elogios.",2024-06-04
8795,444,978-0-07-352340-8,4,Would definitely recommend.,2024-06-11
8796,444,978-84-664-0542-1,4,A delightful read.,2024-05-09
8797,444,978-0-14-310595-4,4,Well written and engaging.,2024-04-16
8798,243,978-1-49-204579-1,4,Gostei bastante.,2024-05-04
8799,817,978-84-664-0542-1,3,Correcto pero olvidable.,2024-05-07
8800,12,978-1-59-327599-0,4,Ótimos personagens.,2024-05-04
8801,412,978-0-06-245771-4,3,Algumas partes me agradaram.,2024-06-10
8802,937,978-84-664-0542-1,4,Me tuvo enganchada de principio a fin.,2024-06-19
8803,504,978-1-61-729443-3,1,Really bad.,2024-04-05
8804,291,978-0-59-600920-5,5,Maravilhoso.,2024-05-04
8805,291,978-84-9838-137-0,1,Muito mal escrito.,2024-05-12
8806,746,978-84-670-5504-3,4,Impressed me more than expected.,2024-06-05
8807,386,978-84-204-8065-2,4,Great pacing and characters.,2024-06-13
8808,474,978-0-7432-7357-2,3,Tiene partes buenas y partes flojas.,2024-04-24
8809,803,978-0-14-310595-4,5,Perfeito do início ao fim.,2024-05-17
8810,803,978-84-376-0494-7,5,Amei cada capítulo.,2024-06-08
8811,252,978-1-32-400189-1,5,Uma verdadeira obra-prima.,2024-05-07
8812,252,978-0-13-468599-1,5,Superou expectativas.,2024-05-02
8813,98,978-0-452-28831-7,3,Cumpre o básico.,2024-06-01
8814,740,978-84-204-8065-2,5,Uma obra incrível!,2024-04-19
8815,834,978-84-670-5504-3,3,Bom para passar o tempo.,2024-06-01
8816,10,978-1-49-207126-4,4,Gran desarrollo de personajes.,2024-05-22
8817,10,978-84-663-5341-8,4,Me gustó bastante.,2024-05-08
8818,957,978-1-61-729608-6,5,Muito emocionante.,2024-05-22
8819,957,978-0-14-044926-6,5,Um dos melhores que já li.,2024-05-30
8820,474,978-0-13-468599-1,4,Se nota el trabajo y la dedicación.,2024-05-17
8821,665,978-0-15-601219-5,2,Some good ideas poorly executed.,2024-06-04
8822,665,978-0-7432-7358-9,4,Really good storytelling.,2024-04-24
8823,665,978-1-25-014405-8,4,I was hooked most of the time.,2024-05-03
8824,47,978-1-25-014405-8,4,Excelente quase o livro todo.,2024-06-01
8825,511,978-0-525-51823-7,1,Muy mala calidad.,2024-05-24
8826,511,978-84-663-4265-8,4,Muy sólido en general.,2024-05-25
8827,819,978-84-663-4265-8,5,Simplesmente magnífico.,2024-05-02
8828,335,978-1-49-207126-4,4,Me surpreendeu positivamente.,2024-05-24
8829,335,978-0-7432-7357-2,3,Nada surpreendente.,2024-05-03
8830,847,978-0-7432-7356-5,5,A true gem.,2024-05-24
8831,385,978-1-61-729443-3,5,Simplesmente magnífico.,2024-06-04
8832,912,978-0-525-51823-7,5,Maravilhoso.,2024-05-05
8833,912,978-1-59327-992-9,5,Uma verdadeira obra-prima.,2024-06-23
8834,713,978-1-49-192912-2,3,Nothing special but enjoyable.,2024-05-29
8835,80,978-84-663-5341-8,5,Uma obra incrível!,2024-06-01
8836,407,978-0-59-600920-5,4,"Tiene mucho corazón, realmente disfruté.",2024-05-28
8837,435,978-0-7432-7357-2,1,"Very boring, couldn’t connect.",2024-05-03
8838,435,978-0-14-044926-6,4,"Very good, recommended.",2024-06-01
8839,435,978-84-938-4620-5,5,A book I’ll never forget.,2024-05-23
8840,381,978-1-49-204579-1,3,Nothing special but enjoyable.,2024-06-07
8841,381,978-84-204-8065-2,3,It's ok.,2024-06-01
8842,381,978-1-49-205387-1,5,Highly recommended!,2024-05-06
8843,661,978-1-49-204579-1,5,A brilliant work.,2024-05-29
8844,661,978-84-204-8527-5,3,"Good in parts, weak in others.",2024-06-23
8845,661,978-84-376-0494-7,5,Absolutely amazing.,2024-05-06
8846,450,978-84-376-0494-7,4,Ótimos personagens.,2024-05-19
8847,258,978-84-376-0494-7,1,Um livro que não recomendo.,2024-04-30
8848,258,978-1-49-205387-1,3,"Simples, direto, razoável.",2024-05-28
8849,258,978-1-61-729608-6,5,Uma verdadeira obra-prima.,2024-05-22
8850,949,978-84-204-8527-5,5,Cinco estrelas sem pensar duas vezes.,2024-05-15
8851,541,978-84-670-5504-3,4,Recomendado.,2024-05-14
8852,627,978-0-13-468599-1,3,Correcto pero olvidable.,2024-05-28
8853,649,978-0-06-231609-7,4,Excelente quase o livro todo.,2024-04-10
8854,158,978-84-670-5504-3,5,Excellent!,2024-06-08
8855,158,978-1-49-204579-1,3,Not bad at all.,2024-05-04
8856,289,978-0-7432-7358-9,5,Leitura obrigatória.,2024-05-26
8857,855,978-0-14-310497-1,5,Five stars without hesitation.,2024-05-10
8858,169,978-84-670-5504-3,3,"Simples, direto, razoável.",2024-04-26
8859,169,978-0-452-28831-7,4,Recomendado.,2024-05-08
8860,900,978-0-06-231609-7,3,Ni fu ni fa.,2024-06-03
8861,575,978-1-61-729454-9,5,Uma obra incrível!,2024-05-19
8862,152,978-0-7432-7358-9,4,A delightful read.,2024-04-30
8863,152,978-1-61-729454-9,5,A book I’ll never forget.,2024-05-06
8864,193,978-1-59327-950-9,5,Uma obra incrível!,2024-06-03
8865,193,978-1-61-729443-3,5,Maravilhoso.,2024-05-29
8866,193,978-84-670-5504-3,3,Está ok.,2024-04-24
8867,699,978-0-07-352340-8,5,A book I’ll never forget.,2024-05-02
8868,699,978-0-13-468599-1,3,Predictable but pleasant.,2024-06-03
8869,699,978-1-49-205387-1,4,Impressed me more than expected.,2024-04-12
8870,632,978-0-59-600920-5,5,De los mejores que he leído en años.,2024-05-07
8871,495,978-0-59-600920-5,5,Uma obra incrível!,2024-04-19
8872,592,978-1-59327-950-9,4,Lo recomiendo sin dudar.,2024-06-02
8873,592,978-0-452-28423-4,4,Muy superior a lo que esperaba.,2024-05-10
8874,592,978-0-452-28831-7,5,Una experiencia que me marcó.,2024-05-03
8875,517,978-1-61-729443-3,5,A true gem.,2024-04-26
8876,100,978-0-06-231609-7,1,Não gostei.,2024-04-29
8877,579,978-0-307-58846-7,3,It's ok.,2024-05-10
8878,667,978-1-61-729443-3,1,Não vale o tempo.,2024-05-06
8879,667,978-0-7432-7356-5,1,Não gostei.,2024-04-20
8880,872,978-1-59-327599-0,4,Ótimos personagens.,2024-05-08
8881,872,978-84-938-4620-5,4,Leitura muito agradável.,2024-04-12
8882,872,978-84-663-5341-8,5,Superou expectativas.,2024-05-22
8883,77,978-0-7432-7357-2,4,Muito bom!,2024-06-01
8884,77,978-1-59327-950-9,4,Gostei bastante.,2024-06-03
8885,201,978-84-663-5341-8,5,Perfeito do início ao fim.,2024-04-20
8886,741,978-0-7432-7358-9,4,Recomendado.,2024-05-12
8887,154,978-0-06-231609-7,3,Pretty average book.,2024-06-06
8888,154,978-0-59-600920-5,5,Five stars without hesitation.,2024-04-13
8889,154,978-0-13-468599-1,5,One of my all-time favorites.,2024-05-15
8890,302,978-84-664-0542-1,4,Me gustó bastante.,2024-05-10
8891,392,978-0-14-044926-6,1,One of the worst books I've read.,2024-04-21
8892,769,978-0-452-28831-7,3,Cumpre o básico.,2024-04-19
8893,849,978-84-376-0494-7,3,Not bad at all.,2024-04-20
8894,820,978-0-7432-7356-5,4,I was hooked most of the time.,2024-05-21
8895,820,978-0-452-28831-7,2,A bit disappointing.,2024-05-22
8896,922,978-0-14-310595-4,3,Está ok.,2024-05-04
8897,155,978-1-59327-992-9,4,Me surpreendeu positivamente.,2024-04-20
8898,679,978-0-14-310595-4,5,Amei cada capítulo.,2024-05-10
8899,679,978-1-32-400189-1,5,Uma obra incrível!,2024-05-20
8900,919,978-84-9838-137-0,3,Regular.,2024-05-01
8901,902,978-1-49-207126-4,1,História sem sentido.,2024-05-28
